date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:42:09	106417/106417	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-19fb1%22	https://new.axilthemes.com/demo/template/tropica/banner-with-form.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/banner-with-form.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:09	126838/126838	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-1ef76%22	https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/search-engine-optimization.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:09	99761/99761	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-185b1%22	https://new.axilthemes.com/demo/template/tropica/pay-per-click.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/pay-per-click.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:10	102323/102323	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-18fb3%22	https://new.axilthemes.com/demo/template/tropica/social-media-marketing.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/social-media-marketing.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:10	94155/94155	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-16fcb%22	https://new.axilthemes.com/demo/template/tropica/email-marketing.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/email-marketing.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:10	92215/92215	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-16837%22	https://new.axilthemes.com/demo/template/tropica/web-development.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/web-development.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:11	55855/55855	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-da2f%22	https://new.axilthemes.com/demo/template/tropica/reporting.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/reporting.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:11	83564/83564	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-1466c%22	https://new.axilthemes.com/demo/template/tropica/our-work.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/our-work.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:11	49541/49541	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-c185%22	https://new.axilthemes.com/demo/template/tropica/pricing.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/pricing.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:11	54372/54372	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-d464%22	https://new.axilthemes.com/demo/template/tropica/case-studies.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/case-studies.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:12	54279/54279	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-d407%22	https://new.axilthemes.com/demo/template/tropica/about-us.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/about-us.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:12	51020/51020	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-c74c%22	https://new.axilthemes.com/demo/template/tropica/why-us.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/why-us.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:12	82036/82036	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-14074%22	https://new.axilthemes.com/demo/template/tropica/team.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/team.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:12	64150/64150	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-fa96%22	https://new.axilthemes.com/demo/template/tropica/client-reviews.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/client-reviews.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:13	50993/50993	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-c731%22	https://new.axilthemes.com/demo/template/tropica/awards-and-recognitions.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/awards-and-recognitions.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:13	53801/53801	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-d229%22	https://new.axilthemes.com/demo/template/tropica/career.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/career.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:13	56877/56877	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-de2d%22	https://new.axilthemes.com/demo/template/tropica/apply-for-a-job.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/apply-for-a-job.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:14	60541/60541	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-ec7d%22	https://new.axilthemes.com/demo/template/tropica/blog.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/blog.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:14	61056/61056	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-ee80%22	https://new.axilthemes.com/demo/template/tropica/contact.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/contact.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:14	58218/58218	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-e36a%22	https://new.axilthemes.com/demo/template/tropica/faqs.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/faqs.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:14	50063/50063	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-c38f%22	https://new.axilthemes.com/demo/template/tropica/privacy-policy.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/privacy-policy.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:15	50079/50079	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-c39f%22	https://new.axilthemes.com/demo/template/tropica/terms-conditions.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/terms-conditions.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:15	43833/43833	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-ab39%22	https://new.axilthemes.com/demo/template/tropica/under-construction.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/under-construction.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:15	44156/44156	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-ac7c%22	https://new.axilthemes.com/demo/template/tropica/404-error.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/404-error.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:15	3955/3955	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-f73%22	https://new.axilthemes.com/demo/template/tropica/images/brand-logo.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/brand-logo.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:16	25703/25703	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-6467%22	https://new.axilthemes.com/demo/template/tropica/images/banner-slider-1.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/banner-slider-1.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:17	43652/43652	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-aa84%22	https://new.axilthemes.com/demo/template/tropica/images/banner-slider-2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/banner-slider-2.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:17	332/332	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-14c%22	https://new.axilthemes.com/demo/template/tropica/images/icons/btn-right-arrow.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/icons/btn-right-arrow.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:18	295688/295688	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-48308%22	https://new.axilthemes.com/demo/template/tropica/images/approach/1.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/approach/1.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:18	241482/241482	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3af4a%22	https://new.axilthemes.com/demo/template/tropica/images/approach/2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/approach/2.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:19	198827/198827	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-308ab%22	https://new.axilthemes.com/demo/template/tropica/images/approach/3.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/approach/3.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:19	259044/259044	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3f3e4%22	https://new.axilthemes.com/demo/template/tropica/images/approach/4.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/approach/4.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:20	250820/250820	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3d3c4%22	https://new.axilthemes.com/demo/template/tropica/images/approach/6.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/approach/6.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:20	162159/162159	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-2796f%22	https://new.axilthemes.com/demo/template/tropica/images/approach/5.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/approach/5.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:20	39178/39178	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-990a%22	https://new.axilthemes.com/demo/template/tropica/images/browser.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/browser.jpg	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:21	5345/5345	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-14e1%22	https://new.axilthemes.com/demo/template/tropica/images/icons/featured-projects/1.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/icons/featured-projects/1.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:21	1018214/1018214	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-f8966%22	https://new.axilthemes.com/demo/template/tropica/images/mission/mission-img.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/mission/mission-img.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:21	4566/4566	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-11d6%22	https://new.axilthemes.com/demo/template/tropica/images/icons/featured-projects/2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/icons/featured-projects/2.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:21	4240/4240	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-1090%22	https://new.axilthemes.com/demo/template/tropica/images/icons/featured-projects/3.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/icons/featured-projects/3.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:21	4354/4354	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-1102%22	https://new.axilthemes.com/demo/template/tropica/images/icons/featured-projects/4.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/icons/featured-projects/4.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:22	57956/57956	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-e264%22	https://new.axilthemes.com/demo/template/tropica/case-study-details.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/case-study-details.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:22	87657/87657	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-15669%22	https://new.axilthemes.com/demo/template/tropica/images/featured/online-store/1.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured/online-store/1.jpg	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:22	118892/118892	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-1d06c%22	https://new.axilthemes.com/demo/template/tropica/images/featured/online-store/2.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured/online-store/2.jpg	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:23	134698/134698	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-20e2a%22	https://new.axilthemes.com/demo/template/tropica/images/featured/online-store/3.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured/online-store/3.jpg	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:23	112031/112031	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-1b59f%22	https://new.axilthemes.com/demo/template/tropica/images/featured/online-store/4.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured/online-store/4.jpg	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:23	59423/59423	---MCZ	200	added ('OK')	text/html	etag:W/%22659e4918-e81f%22	https://new.axilthemes.com/demo/template/tropica/blog-details.html	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/blog-details.html	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:23	67937/67937	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-10961%22	https://new.axilthemes.com/demo/template/tropica/images/blog/1.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/blog/1.jpg	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:24	48895/48895	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-beff%22	https://new.axilthemes.com/demo/template/tropica/images/blog/2.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/blog/2.jpg	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:24	538/538	---M--	200	added ('OK')	image/svg+xml	etag:%22659d3f3a-21a%22	https://new.axilthemes.com/demo/template/tropica/images/icons/play-1.svg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/icons/play-1.svg	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:24	67391/67391	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-1073f%22	https://new.axilthemes.com/demo/template/tropica/images/blog/3.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/blog/3.jpg	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:24	9776/9776	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-2630%22	https://new.axilthemes.com/demo/template/tropica/images/awards/1.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/awards/1.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:25	17994/17994	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-464a%22	https://new.axilthemes.com/demo/template/tropica/images/awards/2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/awards/2.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:25	13881/13881	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3639%22	https://new.axilthemes.com/demo/template/tropica/images/awards/3.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/awards/3.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:25	11933/11933	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-2e9d%22	https://new.axilthemes.com/demo/template/tropica/images/awards/4.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/awards/4.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:25	11814/11814	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-2e26%22	https://new.axilthemes.com/demo/template/tropica/images/awards/5.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/awards/5.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:26	78821/78821	---M--	200	added ('OK')	image/gif	etag:%22659d3f3a-133e5%22	https://new.axilthemes.com/demo/template/tropica/images/submit-loader.gif	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/submit-loader.gif	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:26	1434/1434	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-59a%22	https://new.axilthemes.com/demo/template/tropica/images/footer-logo.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/footer-logo.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:26	3136/3136	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-c40%22	https://new.axilthemes.com/demo/template/tropica/images/partner1.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/partner1.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:26	7266/7266	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-1c62%22	https://new.axilthemes.com/demo/template/tropica/images/partner2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/partner2.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:27	2787/2787	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-ae3%22	https://new.axilthemes.com/demo/template/tropica/images/partner3.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/partner3.png	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:27	86659/86659	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659d3f3a-15283%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/jquery-3.2.1.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/jquery-3.2.1.min.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:27	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%22659d3f3a-2748%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/jquery-migrate.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/jquery-migrate.min.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:28	2025/2025	---M--	200	added ('OK')	application/javascript	etag:%22659d3f3a-7e9%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/js.cookie.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/js.cookie.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:28	20122/20122	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659e4918-4e9a%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/popper.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/popper.min.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:28	60582/60582	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659e4918-eca6%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/bootstrap.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/bootstrap.min.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:29	8101/8101	---M--	200	added ('OK')	application/javascript	etag:%22659d3f3a-1fa5%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/easing-1.3.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/easing-1.3.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:29	5559/5559	---M--	200	added ('OK')	application/javascript	etag:%22659d3f3a-15b7%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/imagesloaded.pkgd.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/imagesloaded.pkgd.min.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:29	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659d3f3a-a76f%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/slick.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/slick.min.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:29	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%22659d3f3a-2344%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/jquery.waypoints.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/jquery.waypoints.min.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:30	2159/2159	---M--	200	added ('OK')	application/javascript	etag:%22659e4918-86f%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/jquery.counterup.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/jquery.counterup.min.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:30	40847/40847	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659d3f3a-9f8f%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/isotope.pkgd.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/isotope.pkgd.min.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:30	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659d3f3a-4ef8%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/jquery.magnific-popup.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/jquery.magnific-popup.min.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:30	3619/3619	---M--	200	added ('OK')	application/javascript	etag:%22659d3f3a-e23%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/typed.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/typed.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:31	9860/9860	---M--	200	added ('OK')	application/javascript	etag:%22659d3f3a-2684%22	https://new.axilthemes.com/demo/template/tropica/switcher/jquery.style.switcher.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/switcher/jquery.style.switcher.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:31	13665/13665	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659e4921-3561%22	https://new.axilthemes.com/demo/template/tropica/js/main.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/main.js	(from https://new.axilthemes.com/demo/template/tropica/index.html)
22:42:32	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22659d3f3a-2876e%22	https://new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont.eot?v=4.7.0	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont3e6e.eot	(from https://new.axilthemes.com/demo/template/tropica/css/font-awesome.min.css)
22:42:32	77160/77160	---M--	200	added ('OK')	application/octet-stream	etag:%22659d3f3a-12d68%22	https://new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont3e6e.woff2	(from https://new.axilthemes.com/demo/template/tropica/css/font-awesome.min.css)
